################################################################################
#                                                                               #
#                                                                               #
#                                                                               #
#                         Fuel_Temp ; TAPS-3&4                                  #
#                    Alok Jha ; alokjha@npcil.co.in                             #
#                  NUCLEAR POWER CORPORATION OF INDIA                           #
#                                                                               #
#                                                                               #
#                                                                               #
################################################################################

 #Calculation of Temperature by Rozon Correlation: 
################################################################################
#Radius		#Temperature
0		1057.67
0.61		681.638
0.61		458.565
0.6101		458.602
0.6102		458.639
0.6103		458.675
0.6104		458.712
0.6105		458.748
0.6106		458.785
0.6107		458.821
0.6108		458.858
0.6109		458.894
0.611		458.931
0.6111		458.967
0.6112		459.003
0.6113		459.04
0.6114		459.076
0.6115		459.113
0.6116		459.149
0.6117		459.185
0.6118		459.222
0.6119		459.258
0.612		459.294
0.6121		459.331
0.6122		459.367
0.6123		459.403
0.6124		459.44
0.6125		459.476
0.6125		447.123
0.6126		447.125
0.6127		447.127
0.6128		447.129
0.6129		447.131
0.613		447.133
0.6131		447.135
0.6132		447.137
0.6133		447.139
0.6134		447.141
0.6135		447.143
0.6136		447.145
0.6137		447.147
0.6138		447.149
0.6139		447.151
0.614		447.153
0.6141		447.155
0.6142		447.157
0.6143		447.159
0.6144		447.161
0.6145		447.163
0.6146		447.165
0.6147		447.167
0.6148		447.169
0.6149		447.171
0.615		447.173
0.6151		447.175
0.6152		447.177
0.6153		447.179
0.6154		447.181
0.6155		447.183
0.6156		447.185
0.6157		447.187
0.6158		447.189
0.6159		447.191
0.616		447.193
0.6161		447.195
0.6162		447.197
0.6163		447.199
0.6164		447.201
0.6165		447.203
0.6166		447.205
0.6167		447.207
0.6168		447.209
0.6169		447.211
0.617		447.213
0.6171		447.215
0.6172		447.217
0.6173		447.219
0.6174		447.221
0.6175		447.223
0.6176		447.225
0.6177		447.227
0.6178		447.229
0.6179		447.231
0.618		447.233
0.6181		447.235
0.6182		447.237
0.6183		447.239
0.6184		447.241
0.6185		447.243
0.6186		447.245
0.6187		447.247
0.6188		447.249
0.6189		447.251
0.619		447.253
0.6191		447.255
0.6192		447.257
0.6193		447.259
0.6194		447.261
0.6195		447.263
0.6196		447.265
0.6197		447.267
0.6198		447.269
0.6199		447.271
0.62		447.273
0.6201		447.274
0.6202		447.276
0.6203		447.278
0.6204		447.28
0.6205		447.282
0.6206		447.284
0.6207		447.286
0.6208		447.288
0.6209		447.29
0.621		447.292
0.6211		447.294
0.6212		447.296
0.6213		447.298
0.6214		447.3
0.6215		447.302
0.6216		447.304
0.6217		447.306
0.6218		447.308
0.6219		447.31
0.622		447.312
0.6221		447.314
0.6222		447.316
0.6223		447.318
0.6224		447.32
0.6225		447.322
0.6226		447.323
0.6227		447.325
0.6228		447.327
0.6229		447.329
0.623		447.331
0.6231		447.333
0.6232		447.335
0.6233		447.337
0.6234		447.339
0.6235		447.341
0.6236		447.343
0.6237		447.345
0.6238		447.347
0.6239		447.349
0.624		447.351
0.6241		447.353
0.6242		447.355
0.6243		447.357
0.6244		447.358
0.6245		447.36
0.6246		447.362
0.6247		447.364
0.6248		447.366
0.6249		447.368
0.625		447.37
0.6251		447.372
0.6252		447.374
0.6253		447.376
0.6254		447.378
0.6255		447.38
0.6256		447.382
0.6257		447.384
0.6258		447.386
0.6259		447.388
0.626		447.389
0.6261		447.391
0.6262		447.393
0.6263		447.395
0.6264		447.397
0.6265		447.399
0.6266		447.401
0.6267		447.403
0.6268		447.405
0.6269		447.407
0.627		447.409
0.6271		447.411
0.6272		447.413
0.6273		447.415
0.6274		447.416
0.6275		447.418
0.6276		447.42
0.6277		447.422
0.6278		447.424
0.6279		447.426
0.628		447.428
0.6281		447.43
0.6282		447.432
0.6283		447.434
0.6284		447.436
0.6285		447.438
0.6286		447.439
0.6287		447.441
0.6288		447.443
0.6289		447.445
0.629		447.447
0.6291		447.449
0.6292		447.451
0.6293		447.453
0.6294		447.455
0.6295		447.457
0.6296		447.459
0.6297		447.46
0.6298		447.462
0.6299		447.464
0.63		447.466
0.6301		447.468
0.6302		447.47
0.6303		447.472
0.6304		447.474
0.6305		447.476
0.6306		447.478
0.6307		447.48
0.6308		447.481
0.6309		447.483
0.631		447.485
0.6311		447.487
0.6312		447.489
0.6313		447.491
0.6314		447.493
0.6315		447.495
0.6316		447.497
0.6317		447.499
0.6318		447.5
0.6319		447.502
0.632		447.504
0.6321		447.506
0.6322		447.508
0.6323		447.51
0.6324		447.512
0.6325		447.514
0.6326		447.516
0.6327		447.517
0.6328		447.519
0.6329		447.521
0.633		447.523
0.6331		447.525
0.6332		447.527
0.6333		447.529
0.6334		447.531
0.6335		447.533
0.6336		447.534
0.6337		447.536
0.6338		447.538
0.6339		447.54
0.634		447.542
0.6341		447.544
0.6342		447.546
0.6343		447.548
0.6344		447.55
0.6345		447.551
0.6346		447.553
0.6347		447.555
0.6348		447.557
0.6349		447.559
0.635		447.561
0.6351		447.563
0.6352		447.565
0.6353		447.566
0.6354		447.568
